trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,condition,correctResponse,response,roll,pitch,yaw,rt,timestamp,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc,arrowValidity,primeCondition
153,Zimmerman,-100,Zimmerman,-190,-90,left,1,closed,closed,5.733014,-5.167816,-262.4915,1.030396,1178.513,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
154,NeutralMaynard,0,Maynard,-90,-90,left,2,open,open,3.290816,-6.731781,-151.2319,0.8076172,1181.534,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
155,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,4.410457,-7.62442,-244.2849,0.8494873,1184.597,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
156,NeutralPineEntrance,0,PineEntrance,-90,-90,right,4,open,open,1.666454,-2.163361,-158.7305,0.9885254,1187.883,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
157,NeutralMooreLot,0,MooreLot,270,90,left,4,open,open,-4.435822,-2.603516,337.3838,0.9191895,1191.434,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
158,RaunerFirst,0,RaunerFirst,-90,-90,left,1,closed,closed,5.852888,-1.405273,-151.3551,0.8215332,1194.594,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
159,RaunerBackHall,0,RaunerBackHall,90,90,right,1,open,open,-3.879974,-2.1604,145.929,0.7658691,1197.727,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
161,NeutralBakerBerryCharter,0,BakerBerryCharter,-180,-90,right,4,open,open,3.222171,-1.764435,-255.8354,0.8354492,1218.654,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
162,NeutralZimmerman,0,Zimmerman,-10,90,left,4,open,open,-8.68045,-3.917023,60.38145,0.8215332,1221.661,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
163,Fairbanks,0,Fairbanks,90,90,right,1,closed,closed,-6.450806,-6.891357,152.995,0.9050293,1224.864,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
164,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-2.816559,6.011482,337.6219,1.030396,1228.164,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
165,NeutralRaunerFirst,0,RaunerFirst,-90,-90,left,2,closed,closed,8.019898,4.230083,-169.0532,0.9467773,1231.352,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
166,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-7.28302,4.370462,156.0379,0.8911133,1234.596,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
167,NeutralZimmerman,0,Zimmerman,-10,90,right,2,open,open,-4.49176,1.163821,60.7113,0.8631592,1237.785,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
168,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,right,3,open,open,1.776326,-0.82724,-238.7324,0.9191895,1240.973,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
169,53Commons,0,53Commons,-90,-90,right,3,closed,closed,4.526665,-4.493286,-163.9296,1.044434,1244.315,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
170,NeutralPineEntrance,0,PineEntrance,-90,-90,left,2,open,open,4.677898,-4.594604,-162.2433,0.7937012,1247.475,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
171,NeutralHop4,0,Hop4,-93,-90,left,2,open,open,5.773974,-6.423248,-164.3068,0.7938232,1250.58,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
172,PineBackHall,180,PineBackHall,90,-90,right,3,open,open,4.17604,-0.6211243,17.11069,1.907593,1254.883,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
173,PineEntrance,0,PineEntrance,-90,-90,right,3,open,open,4.259164,-2.638489,-165.7933,0.9050293,1258.029,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
174,NeutralRaunerFirst,0,RaunerFirst,90,90,right,2,open,open,-8.41626,-1.297241,154.3357,0.7519531,1261.065,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
175,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,4.365549,-9.670563,26.94427,0.8077393,1264.1,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
176,RaunerFirst,0,RaunerFirst,-90,-90,right,3,closed,closed,3.269398,-5.034973,-156.6505,0.7518311,1267.038,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
177,MooreLot,180,MooreLot,90,-90,right,3,closed,closed,4.034673,-6.521973,25.46368,0.8494873,1270.157,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
178,Maynard,0,Maynard,-90,-90,left,1,open,open,5.106431,-7.515381,-150.2516,0.8494873,1273.262,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
179,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-6.774323,-5.155304,52.93271,0.7658691,1276.283,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
180,NeutralMooreLot,0,MooreLot,90,-90,right,4,closed,closed,4.719873,-6.518677,30.40076,0.8356934,1279.416,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
181,Maynard,0,Maynard,90,90,left,3,closed,closed,-5.431885,-2.369324,154.9918,0.9466553,1282.535,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
182,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,right,3,closed,closed,3.527089,-6.064148,30.44937,0.7380371,1285.848,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
183,BakerBerry2nd,94,BakerBerry2nd,4,-90,right,3,closed,closed,4.005768,-4.98587,-58.3111,1.50440167307684,1290.137,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
184,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,1.851943,-8.084137,-161.96,0.8215332,1293.256,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
185,Neutral53Commons,0,53Commons,90,90,left,4,open,open,-6.479797,-0.6452332,162.725,0.8215332,1296.416,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
186,NeutralUmplebys,0,Umplebys,40,90,left,4,closed,closed,-3.817505,-1.937134,111.0299,1.239014,1299.939,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
187,RollinsChapel3,177,RollinsChapel3,87,-90,left,1,open,open,4.466613,-5.923737,27.77393,0.7797852,1303.002,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
188,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-8.74176,-6.612335,54.64709,0.8494873,1306.163,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
189,NeutralPineBackHall,0,PineBackHall,90,-90,left,2,open,open,5.875844,-4.229187,18.0968,0.7797852,1309.281,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
190,NeutralMaynard,0,Maynard,90,90,left,4,closed,closed,-8.751038,-2.597992,158.7968,0.8493652,1312.345,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
191,NeutralBakerBerry2nd,0,BakerBerry2nd,4,-90,right,4,closed,closed,4.499629,-0.1141357,-53.59155,0.9328613,1315.477,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
192,RaunerFirst,0,RaunerFirst,-90,-90,left,1,closed,closed,6.658264,-3.835968,-155.3442,0.8770752,1318.694,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
193,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,4.908845,-5.866302,-204.2843,0.7935791,1321.813,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
194,NeutralRaunerFirst,0,RaunerFirst,-90,-90,right,4,closed,closed,6.489484,0.8455067,-163.67,1.002563,1325.126,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
195,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-7.597076,5.017065,338.9393,0.8790283,1328.386,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
196,NeutralHop4,0,Hop4,87,90,left,4,closed,closed,-8.387909,2.307991,152.6242,1.058228,1331.712,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
197,Maynard,0,Maynard,90,90,right,1,closed,closed,-6.661469,-7.979797,153.0611,0.8636475,1334.943,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
198,RaunerFirst,0,RaunerFirst,90,90,right,1,open,open,-8.762787,-7.321625,155.6657,0.8911133,1338.242,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
199,Fairbanks,0,Fairbanks,90,90,left,3,closed,closed,-8.629761,-8.201324,152.2112,0.787782821787646,1341.57,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
200,NeutralRollinsChapel3,0,RollinsChapel3,267,90,left,4,closed,closed,-9.598724,-3.044434,326.9289,1.016479,1344.759,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
202,Fairbanks,0,Fairbanks,-90,-90,left,1,open,open,7.181717,-8.606354,-150.078,0.7938232,1351.01,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
203,NeutralMooreLot,0,MooreLot,90,-90,left,2,closed,closed,6.356622,-9.608368,28.94321,0.9051514,1354.282,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
204,Hop2,-1,Hop2,-91,-90,right,3,closed,closed,6.544315,-6.078888,-156.4764,1.002441,1357.666,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
205,PineBackHall,180,PineBackHall,90,-90,left,1,open,open,7.513331,-10.18619,36.4631,1.016479,1361.132,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
206,NeutralRaunerBackHall,0,RaunerBackHall,-90,-90,right,4,closed,closed,5.502478,1.632217,-168.0457,1.030396,1364.627,missing,missing,member010_new,remote,NaN,NaN,0.916666666666667,0.957345971563981,invalid,Neutral
207,Hop4,-3,Hop4,87,90,right,1,closed,closed,-9.755402,-1.638916,149.379,0.9606934,1368.011,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
208,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,7.872845,-6.300507,22.89856,0.8353271,1371.255,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
209,NeutralUmplebys,0,Umplebys,40,90,right,2,closed,closed,-9.492584,-2.957764,105.9828,0.8494873,1374.471,missing,missing,member010_new,remote,NaN,NaN,0.971428571428571,0.957345971563981,valid,Neutral
210,RollinsChapel3,177,RollinsChapel3,267,90,left,3,closed,closed,-6.715118,-5.858582,324.8368,1.0245278217799,1378.286,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
211,Zimmerman,-100,Zimmerman,-190,-90,right,3,closed,closed,5.092542,-7.918762,-251.8864,0.9191895,1381.6,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
212,PineBackHall,180,PineBackHall,90,-90,left,1,open,open,3.97484,-6.251221,29.60809,0.9189453,1384.886,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
213,RollinsChapel3,177,RollinsChapel3,87,-90,right,3,open,open,4.829782,-7.128235,21.86484,1.114136,1388.882,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
214,BakerBerryCharter,-90,BakerBerryCharter,0,90,right,1,closed,closed,-7.706696,-0.7254028,68.26936,1.002563,1392.307,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
215,53Commons,0,53Commons,90,90,right,1,open,open,-5.587585,-3.345612,156.4073,0.793457,1395.607,missing,missing,member010_new,remote,NaN,NaN,0.971153846153846,0.957345971563981,valid,Same-scene
216,RaunerBackHall,0,RaunerBackHall,90,90,left,3,open,open,-8.933472,-2.035461,162.0135,0.8493652,1398.921,missing,missing,member010_new,remote,NaN,NaN,0.944444444444444,0.957345971563981,invalid,Same-scene
3,Hop2,-1,Hop2,89,90,left,3,open,open,-6.101563,2.627229,167.2404,1.42082846667137,817.7173,no,no,matisse320,inperson,NaN,NaN,0.909090909090909,0.943037974683544,invalid,Same-scene
5,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,90,-90,right,4,closed,closed,6.269829,-3.565674,14.96985,1.45825853086772,831.9677,no,na,matisse320,inperson,NaN,NaN,0.939393939393939,0.943037974683544,invalid,Neutral
6,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,6.285285,-0.1226501,-170.1349,1.141724,837.2859,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
7,AllenSt,0,AllenSt,90,90,right,1,closed,closed,-8.283569,-1.424225,163.0898,0.9746094,843.2864,yes,yes,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
8,RaunerFirst,0,RaunerFirst,90,90,right,1,open,open,-7.973724,1.558841,161.8867,2.506104,850.8185,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
10,Neutral53Commons,0,53Commons,90,90,right,2,open,open,-5.613434,1.029649,169.4706,1.684631,861.4905,no,na,matisse320,inperson,NaN,NaN,1,0.943037974683544,valid,Neutral
11,NeutralBakerBerryCharter,0,BakerBerryCharter,0,90,right,2,closed,closed,-6.819916,3.500525,78.64803,1.002502,866.0259,no,na,matisse320,inperson,NaN,NaN,1,0.943037974683544,valid,Neutral
12,McLaughlinCluster,172,McLaughlinCluster,82,-90,left,1,closed,closed,4.541556,-0.5991211,12.50482,1.809998,871.2746,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
13,RaunerBackHall,0,RaunerBackHall,-90,-90,left,1,closed,closed,6.895599,0.6395873,-165.3355,1.058167,876.2727,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
14,PineEntrance,0,PineEntrance,90,90,left,3,closed,closed,-5.159637,2.685553,161.5796,1.47639646666362,882.8162,no,no,matisse320,inperson,NaN,NaN,0.909090909090909,0.943037974683544,invalid,Same-scene
15,BakerBerry2nd,94,BakerBerry2nd,4,-90,left,1,closed,closed,3.978424,-1.62146,-66.36255,1.63916853086415,887.9674,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
16,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,6.403012,1.191775,-166.5759,1.169495,894.4969,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
17,McLaughlinCluster,172,McLaughlinCluster,262,90,right,1,open,open,-6.897888,4.085617,340.8804,1.462036,901.4164,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
18,53Commons,0,53Commons,90,90,right,1,open,open,-6.130371,2.784107,165.5908,0.9885864,905.7184,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
19,Hop4,-3,Hop4,-93,-90,right,3,open,open,4.957199,2.110933,-171.3356,1.38882653086802,909.909,no,no,matisse320,inperson,NaN,NaN,0.909090909090909,0.943037974683544,invalid,Same-scene
20,MooreLot,180,MooreLot,270,90,right,1,open,open,-5.566223,1.825732,339.4819,1.17039746667226,913.9326,yes,yes,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
21,McLaughlinCluster,172,McLaughlinCluster,262,90,right,1,open,open,-6.80777,3.859376,335.3561,1.15564,918.3737,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
22,AllenSt,0,AllenSt,-90,-90,right,3,open,open,4.417484,0.5936241,-160.2316,1.44481353086027,922.6201,yes,yes,matisse320,inperson,NaN,NaN,0.909090909090909,0.943037974683544,invalid,Same-scene
24,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,left,1,closed,closed,4.18416,1.006403,25.52838,0.8354492,929.7483,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
26,Umplebys,-50,Umplebys,40,90,right,1,closed,closed,-4.048737,3.557266,116.6778,1.58728,939.3826,unsure,unsure,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
28,McLaughlinCluster,172,McLaughlinCluster,82,-90,right,3,closed,closed,0.6957714,-13.35416,9.979126,3.04567753086623,949.2531,no,no,matisse320,inperson,NaN,NaN,0.909090909090909,0.943037974683544,invalid,Same-scene
30,RaunerBackHall,0,RaunerBackHall,-90,-90,left,1,closed,closed,4.042442,-4.108917,-157.4356,1.977112,958.2253,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
31,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,5.217117,-0.05514526,-250.7713,1.266907,962.1932,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
34,AllenSt,0,AllenSt,-90,-90,left,1,open,open,5.894916,-0.1770935,-162.2073,1.058044,973.8182,yes,yes,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
39,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,2.553878,-0.5601501,-212.5448,1.016418,996.637,unsure,unsure,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
42,RaunerBackHall,0,RaunerBackHall,90,90,right,1,open,open,-6.778961,0.3540532,159.5854,0.8632202,1010.706,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
44,NeutralPineEntrance,0,PineEntrance,90,90,right,2,closed,closed,-5.199646,2.539036,161.7062,1.253235,1017.789,no,na,matisse320,inperson,NaN,NaN,1,0.943037974683544,valid,Neutral
45,53Commons,0,53Commons,90,90,left,3,open,open,-5.092224,1.353333,162.3861,1.88011946666869,1022.425,no,no,matisse320,inperson,NaN,NaN,0.909090909090909,0.943037974683544,invalid,Same-scene
46,NeutralMcLaughlinCluster,0,McLaughlinCluster,262,90,right,2,open,open,-6.070038,4.033018,337.5482,1.183594,1026.067,no,na,matisse320,inperson,NaN,NaN,1,0.943037974683544,valid,Neutral
47,Fairbanks,0,Fairbanks,-90,-90,right,3,open,open,3.258156,0.1395542,-165.9948,1.45823853086325,1031.121,no,no,matisse320,inperson,NaN,NaN,0.909090909090909,0.943037974683544,invalid,Same-scene
50,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,6.447369,0.4465262,-158.0518,1.016357,1046.881,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
53,53Commons,0,53Commons,-90,-90,left,1,closed,closed,10.11647,-1.256714,-164.4075,0.9468994,1069.664,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
58,Fairbanks,0,Fairbanks,-90,-90,left,1,open,open,4.659165,-1.446136,-162.1453,1.044312,1088.347,no,no,matisse320,inperson,NaN,NaN,0.943661971830986,0.943037974683544,valid,Same-scene
60,NeutralAllenSt,0,AllenSt,-90,-90,right,4,open,open,3.799506,-1.100647,-165.6651,1.37445053086146,1096.496,yes,na,matisse320,inperson,NaN,NaN,0.939393939393939,0.943037974683544,invalid,Neutral
